stemming,label,total_weight,word_weights
memang engga pernah cocok sama janji_jiwa satu brand kopi buat perut otomatis langsung engga enak,positive,29,"[4, 0, 0, 4, 3, 0, 3, 0, 0, 1, 3, 3, 3, 0, 5]"
tidak mau lagi deh,negative,-3,"[-5, 5, -3, 0]"
daerah klean janji_jiwa sango kirim sango rumah aku,positive,7,"[0, 0, 0, 0, 2, 0, 3, 2]"
kurang cocok sama tuku sih fm standar kopi murah enak chain modern market,positive,13,"[-3, 4, 3, 0, 0, 0, -2, 0, 3, 5, 0, 3, 0]"
tomoro lumayan benar rasa ppoint sering enggak konsisten kopi kenang enggak enak,positive,16,"[0, 1, 2, 2, 0, 3, 0, 0, 0, 3, 0, 5]"
janji_jiwa air gula,negative,-1,"[0, -1, 0]"
janji_jiwa pas awal muncul tahun,positive,7,"[0, 3, 3, 1, 0]"
gading serpong rasa enak jujur,positive,11,"[0, 0, 2, 5, 4]"
pindah jakarta nah baru hancur tertawa,positive,6,"[1, 0, 0, 0, 0, 5]"
janji_jiwa buruk anyir,negative,-9,"[0, -5, -4]"
minum kopi janji_jiwa kayak makan permen manis doang kopi nya hambar,negative,-2,"[-3, 0, 0, -3, 1, 0, 5, 1, 0, 0, -3]"
americano janji_jiwa tempat enak,positive,8,"[0, 0, 3, 5]"
sedikit rekomendasi tuku kopi susu tetangga double shot point coffee caramel frappe with extra shot no whipped cream fore butterscotch seasalt less ice kopisoe pakai rum dulu awal enak sekarang enggak tau janji_jiwa choco hazelnut,positive,8,"[-4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 0, 0, 2, 0, 0, 0]"
benar,positive,2,[2]
katai janji_jiwa air kualitas buruk jahad sih beberapa store kopi enak kok,positive,2,"[0, 0, -1, 4, -5, -4, 0, 3, 0, 0, 5, 0]"
memang beda store beda rasa,positive,2,"[4, -2, 0, -2, 2]"
lagi janji_jiwa kapai,negative,-3,"[-3, 0, 0]"
janji_jiwa kagak enak coi kopi nya,positive,2,"[0, -3, 5, 0, 0, 0]"
janji_jiwa mesin espresso nya jadi pajang,positive,1,"[0, 0, 0, 0, 1, 0]"
beberapa kali beli selalu espresso botol jerigen,positive,5,"[3, 0, 2, 0, 0, 0, 0]"
janji_jiwa sucks meanwhile kopi kenang is the baik,positive,6,"[0, 0, 0, 0, 3, 0, 0, 3]"
sumpah janji_jiwa tuh hari minggu kemarin bangun pagi banget pengin es kopi susu tutup bukapuasa satu buka cuma janji_jiwa coba beli kopi sahabat janji akhir kali beli janji_jiwa,positive,22,"[3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -2, 0, 3, 3, 3, 0, 2, 2, 0, 4, 0, 0, 0, 2, 0]"
kayak minum,negative,-6,"[-3, -3]"
kalo minum janji_jiwa enggak pakai lama perut mesti langsung sakit enggak,negative,-9,"[0, -3, 0, 0, 0, -4, 3, -3, 3, -5, 0]"
beli minum janji_jiwa padang rasa biasa alias kurang enak,positive,5,"[2, -3, 0, 0, 2, 2, 0, -3, 5]"
hot espresso sedia malah warung kopi kini kecilkecilan minum malah lebih variatif alias hot espresso,positive,7,"[0, 0, 2, 0, 0, 0, 3, 0, -3, 0, 1, 4, 0, 0, 0]"
malah jauh lebih enak punya indomaret point janji_jiwa,positive,5,"[0, -4, 1, 5, 3, 0, 0, 0]"
beli janji_jiwa kalo memang tempat cuma doang,positive,13,"[2, 0, 0, 4, 3, 3, 1]"
problem lebih beda tempat rasa beda,negative,-2,"[-4, 1, -2, 3, 2, -2]"
tetap kopi kenang turut paling mantap cocok lidah,positive,14,"[3, 0, 3, -3, 2, 5, 4, 0]"
kalo gedung kantor franchise cuman sbux sama janji_jiwa,positive,3,"[0, 0, 0, 0, 0, 0, 3, 0]"
sad wkwkwkwkw untung non franchise not bad kopi,negative,-5,"[-4, 0, 3, 0, 0, 0, -4, 0]"
rill janji_jiwa kayak air kualitas buruk,negative,-5,"[0, 0, -3, -1, 4, -5]"
pantas kalau minum janji_jiwa udahnya mual,negative,-8,"[1, -1, -3, 0, 0, -5]"
wow janji_jiwa kualitas buruk wkwkwwkk,negative,-1,"[0, 0, 4, -5, 0]"
benar yaw janji_jiwa engga mesin espresso,positive,2,"[2, 0, 0, 0, 0, 0]"
memang janji_jiwa air kualitas buruk sih servicenya amburadul banget,negative,-2,"[4, 0, -1, 4, -5, 0, 0, -5, 1]"
masa order sambil telpon mana baristanya engga kayak barista lebih mirip art,negative,-1,"[0, 0, 0, 0, 0, 0, 0, -3, 0, 1, 1, 0]"
jahat ih gue suka beli janji_jiwa enak enak,positive,11,"[-4, 0, 0, 3, 2, 0, 5, 5]"
janji_jiwa benar sih,positive,2,"[0, 2, 0]"
semua jenis kopikopian coba cuma janji_jiwa memang rasa hancur paling bikin melek kwkwk,positive,12,"[-3, 0, 0, 2, 3, 0, 4, 2, 0, 2, 0, 2, 0]"
asli,positive,2,[2]
janji_jiwa nih trauma banget,positive,5,"[0, 0, 4, 1]"
beli kios mall sih makanya mungkin rasa meh banget,negative,-1,"[2, 0, 0, 0, 0, -1, 2, -5, 1]"
situ enggak pernah mau beli,positive,7,"[0, 0, 0, 5, 2]"
paling beli es coklat sama roti sih,positive,7,"[2, 2, 0, 0, 3, 0, 0]"
janji_jiwa haters rise up,negative,-5,"[0, -5, 0, 0]"
janji_jiwa cukup sering beli take away cuman belah tempat tinggal,negative,-1,"[0, -5, 3, 2, 0, 0, 0, -5, 3, 1]"
plus they have vsoy multigrain cafe latte,positive,2,"[2, 0, 0, 0, 0, 0, 0]"
kopi kenang entah engga cocok susu kopi my stomach hardly agrees with,positive,4,"[0, 3, -3, 0, 4, 0, 0, 0, 0, 0, 0, 0]"
rasa enak,positive,7,"[2, 5]"
rekomendasi kopi janji_jiwa enak dong,positive,5,"[0, 0, 0, 5, 0]"
tuju janji_jiwa engga enak banget tidak suka,positive,7,"[3, 0, 0, 5, 1, -5, 3]"
sini janji_jiwa enggak urus misal ig promo eh outlet sini enggak,positive,3,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
habis paling aneh janji_jiwa rebranding kemasandesign sini pakai desain lama,positive,9,"[3, 2, 4, 0, 0, 0, 0, 0, 4, -4]"
kopi kenang kopi janji_jiwa sama fore,positive,6,"[0, 3, 0, 0, 3, 0]"
real janji_jiwa aneh aneh aneh tidak mau lagi deh,positive,11,"[2, 0, 4, 4, 4, -5, 5, -3, 0]"
tuku kopi susu tetangga janji_jiwa kopi susu sahabat upgrade banget janji_jiwa dulu,positive,5,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0]"
kok orang suka kopi janji_jiwa,positive,3,"[0, 0, 3, 0, 0]"
siapa beli janji_jiwa,positive,3,"[1, 2, 0]"
centang biru for tuku kopi kenang janji_jiwa point coffee fore coffee family mart,positive,2,"[-5, 0, 0, 0, 0, 3, 0, 0, 2, 0, 2, 0, 0]"
tidak peduli susun review kopi mau bikin kayak bagaimana but meurut saya janji_jiwa as air kualitas buruk is absolutely right nilai tahan,positive,2,"[-5, 4, 0, 0, 0, 5, 0, -3, 0, 0, 0, -3, 0, 0, -1, 4, -5, 0, 0, 0, 5, 1]"
janji_jiwa memang enggak cocok lidah aku beli beberapa varian tetap enggak masuk blas mungkin memang bukan target marketnya lama enak n konsisten kopi kenang kalau fore enak enggak enak dompet kopi n soe rasa kayak belikopi,positive,23,"[0, 4, 0, 4, 0, 2, 2, 3, 1, 3, 0, -3, 0, -1, 4, -3, 0, 0, -4, 5, 0, 0, 0, 3, -1, 0, 5, 0, 5, 0, 0, 0, -5, 2, -3, 0]"
i fogive janji_jiwa for their kopi sahabat,positive,4,"[0, 0, 0, 0, 0, 0, 4]"
kopi coffee shop kopi kenang janji_jiwa fore jenis,positive,5,"[0, 2, 0, 0, 3, 0, 0, 0]"
aku kira janji_jiwa branding bakal upgrade rasa nyata makin kayak kualitas buruk tt gara beli harga promosi jadi,positive,8,"[2, 2, 0, 0, 0, 0, 2, 4, 2, -3, 4, -5, -2, -4, 2, 3, 0, 1]"
janji_jiwa memang kurang enak tuku kopi kenang enak kentel family mart lumayan kurang sekarang,positive,12,"[0, 4, -3, 5, 0, 0, 3, 5, 0, 0, 0, 1, -3, 0]"
kopi kenang sama kopi janji_jiwa,positive,6,"[0, 3, 3, 0, 0]"
taruh tuku atas aneh paling atas,positive,2,"[4, 0, -4, 4, 2, -4]"
tuku mah cocok temenin janji_jiwa paling tinggi deh,positive,6,"[0, 0, 4, -3, 0, 2, 3, 0]"
coba semua beberapa pernah tak coba paling suka janji_jiwa sama point coffe,positive,12,"[2, -3, 3, 0, 0, 2, 2, 3, 0, 3, 0, 0]"
aduh relate banget janji_jiwa juara langsung sakit habis minum kopi kenang gemeter tangan kayak kena parkinson kopi soe enggak tau cuma pernah minum regal famima baru seruput langsung asam lambung naik mual,negative,-6,"[1, 0, 1, 0, 0, 3, -5, 3, -3, 0, 3, 0, 1, -3, -3, 0, 0, -5, 0, 2, 3, 0, -3, 0, 0, 0, 0, 3, -2, 2, 1, -5]"
fore point coffee juara biasa rasa kadang suka beli kopi kenang milonya janji_jiwa kopi susu,positive,17,"[0, 0, 2, 0, 2, 2, 3, 3, 2, 0, 3, 0, 0, 0, 0]"
lebih heran suka janji_jiwa,positive,8,"[1, 4, 3, 0]"
bean sport nya alfa mart kalo gambar janji_jiwa sih,positive,2,"[0, 0, 0, 0, 0, 0, 2, 0, 0]"
familymartbudah enggak enak,positive,5,"[0, 0, 5]"
sejak tahu an turun rasakualitas kopi,positive,5,"[0, 4, 0, 1, 0, 0]"
dibebera outlet encer beberapa outlet kopi bitter kelat,positive,3,"[0, 0, 0, 3, 0, 0, 0, 0]"
konsisten rasa dsn harga afordable,positive,5,"[0, 2, 0, 3, 0]"
fore meh,negative,-5,"[0, -5]"
pernah ku coba cuma janji_jiwa sama kopi kenang,positive,11,"[0, 0, 2, 3, 0, 3, 0, 3]"
animo,positive,4,[4]
kopi kenang,positive,3,"[0, 3]"
dulu janji_jiwa melulu sih sekarang dah pindah haluan fm kalo mud aja minumny,negative,-4,"[0, 0, -3, 0, 0, -3, 1, 0, 0, 0, 0, 1, 0]"
fore point coffee janji_jiwa jadi top three ku sih,positive,8,"[0, 0, 2, 0, 1, 5, 0, 0, 0]"
aku malah janji_jiwa bikin ngantuknya,positive,2,"[2, 0, 0, 0, 0]"
maksud aku kayak aku minum antuk even americano caramel lattenya enak frrrrr,positive,2,"[3, 2, -3, 2, -3, -4, 0, 0, 0, 0, 5, 0]"
kopikopian begini enggak bwi eh janji_jiwa deh kaya,positive,1,"[0, -1, 0, 0, 0, 0, 0, 2]"
janji_jiwa validdd kok jual deh engga enak,positive,6,"[0, 0, 0, 1, 0, 0, 5]"
janji_jiwa cuman enak makan toast doang sisa asam lambung naik,positive,8,"[0, 0, 5, 1, 4, 1, -4, -2, 2, 1]"
janji_jiwa paling dekat,positive,3,"[0, 2, 1]"
jco janji_jiwa point coffee,positive,2,"[0, 0, 0, 2]"
paling enak tuku paling overrated janji_jiwa nako enak harga tinggi arabica tempat paling bagus fore arabica pernah coba point coffee,positive,31,"[2, 5, 0, 2, 0, 0, 0, 5, 3, 3, 0, 3, 2, 2, 0, 0, 0, 2, 0, 2]"
janji_jiwa belah same kos kau dulu engga pernah kesitu,negative,-5,"[0, -5, 0, 0, 0, 0, 0, 0, 0]"
sarcang gajah mada agik sampai,positive,2,"[0, 0, 0, 0, 2]"
agik anak ajak minum kopi,negative,-5,"[0, -3, 1, -3, 0]"
eh recently ive just found out that double ice shaken janji_jiwa enak,positive,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5]"
inti tuku the baik n janji_jiwa kamu jual roti stoppp jual minum fak,positive,2,"[0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 1, -3, 0]"
samaaa aku engga suka janji_jiwa benar kalo mau beli tuh sekarang nyarinya tertawa engga cocok,positive,23,"[0, 2, 0, 3, 0, 2, 0, 5, 2, 0, 0, 0, 5, 0, 4]"
janji_jiwa sama fore,positive,3,"[0, 3, 0]"
point coffee langgan tertawa malam pulang lia mampir,positive,10,"[0, 2, 2, 5, -1, 0, 0, 2]"
kopi kenang janji_jiwa terlalu air,negative,-1,"[0, 3, 0, -3, -1]"
sisa coba,negative,-2,"[-4, 2]"
wkwkkw not janji_jiwa air kualitas buruk serius pernah coba double shot iced shakennya janji_jiwa,negative,-5,"[0, 0, 0, -1, 4, -5, -5, 0, 2, 0, 0, 0, 0, 0]"
better sih alhamdulillah tel tertawa,positive,12,"[2, 0, 5, 0, 5]"
tuku kopi sama janji_jiwa the baik,positive,6,"[0, 0, 3, 0, 0, 3]"
urut ver tuku flash walaupun kagak arabica fore tomoro jago walaupun kagak tertawa family mart cafe point coffee janji_jiwa kopi kenang kopi soe,positive,2,"[0, 0, 0, 0, 0, -3, 0, 0, 0, 3, 0, -3, 5, 0, 0, 0, 0, 2, 0, 0, 3, 0, -5]"
top coffee tuku tanamera bawah tangga point famima flash kopi kenang v bikin sendiri tomoro janji_jiwa,positive,7,"[5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, -3, 0, 0]"
kopi kenang kopi janji_jiwa harga rban bawah,positive,6,"[0, 3, 0, 0, 3, 0, 0]"
suka sih,positive,3,"[3, 0]"
janji_jiwa as air kualitas buruk is accurate,negative,-2,"[0, 0, -1, 4, -5, 0, 0]"
latte janji_jiwa enak banget,positive,6,"[0, 0, 5, 1]"
kaftan lebaran event gratis iphone tomorrow yolan vidi point cafe simak ui kyungsoo seling seabank panggil tuku janji_jiwa mudik nct dream we are series haechan lol fanfest kazu enfj jinki onew ahmad seunghan touch doyoung,positive,3,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, -1, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
daerah sini tuh janji_jiwa sama poins coffee,positive,5,"[0, 0, 0, 0, 3, 0, 2]"
poins coffee aku tuju sih memang enak,positive,16,"[0, 2, 2, 3, 0, 4, 5]"
fore kayak memang lebih enak janji_jiwa kayak bisnis mobile app kedok kopi sih,positive,7,"[0, -3, 4, 1, 5, 0, -3, 3, 0, 0, 0, 0, 0]"
kopi kayak alibi doang,negative,-2,"[0, -3, 0, 1]"
cuma coba kopi studio janji_jiwa sama kopi roti o lain otw tertawa,positive,9,"[3, 2, 0, 0, 0, 3, 0, 0, 0, -4, 0, 5]"
juta jiwa lumayan enak ganti janji_jiwa,positive,11,"[2, 0, 1, 5, 3, 0]"
janji_jiwa aren t that bad honestly,negative,-4,"[0, 0, 0, 0, -4, 0]"
tuku enak manis kopi kenang cuma demen matcha oatside nya,positive,19,"[0, 5, 5, 0, 3, 3, 3, 0, 0, 0]"
tempat janji_jiwa enggak ada beli kasihan beli franchise nya sih,positive,15,"[3, 0, 0, 4, 2, 4, 2, 0, 0, 0]"
cuma pernah coba point janji_jiwa,positive,5,"[3, 0, 2, 0, 0]"
cuma janji_jiwa cocok perut ku,positive,10,"[3, 0, 4, 3, 0]"
janji_jiwa wkwkwkwkwkwk memang benar engga enak,positive,11,"[0, 0, 4, 2, 0, 5]"
kalo foto kenang fore sama excelso favorit,positive,14,"[0, 3, 3, 0, 3, 0, 5]"
janji_jiwa kalo iseng soe point bilang hampir enggak pernah kalo paling favorut tetap kopi tuku sih,negative,-3,"[0, 0, -3, -5, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0]"
kalo kopi bikin mau pingsan plus semangat bangun negeri janji_jiwa,positive,8,"[0, 0, 0, 5, -3, 2, 4, 0, 0, 0]"
kopi kenang,positive,3,"[0, 3]"
kopi soe,negative,-5,"[0, -5]"
setujuu semua,negative,-3,"[0, -3]"
posisi kopi kenangann tara janji_jiwa sayaaa,positive,2,"[0, 0, 0, 2, 0, 0]"
double shot espresso nya kopi kenang juara janji_jiwa biasa cafe latte point coffe enak soal pahit banget rasa fore lumayan biasa padahal harga lebi tinggi kopi kenang sisa biasa,positive,19,"[0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 5, -1, -3, 1, 2, 0, 1, 2, 0, 3, 0, 3, 0, 3, -4, 2]"
cocok lah,positive,4,"[4, 0]"
kalau beli kopi janji_jiwa espresso nya masak banyak banyak letak ceret,positive,9,"[-1, 2, 0, 0, 0, 0, 2, 3, 3, 0, 0]"
tuju janji_jiwa air kualitas buruk masa espresso stock kaget pas beli tinggal letak air es,positive,9,"[3, 0, -1, 4, -5, 0, 0, 0, 3, 3, 2, 1, 0, -1, 0]"
baru coba kopi kenang janji_jiwa point coffee fore fore point coffee kopi kenang great wall of china janji_jiwa,positive,15,"[0, 2, 0, 3, 0, 0, 2, 0, 0, 0, 2, 0, 3, 3, 0, 0, 0, 0]"
maksud anjing janji_jiwa air kualitas buruk,negative,-3,"[3, -4, 0, -1, 4, -5]"
reguler memang engga enak tertawa,positive,14,"[0, 4, 0, 5, 5]"
janji_jiwa enak coy,positive,5,"[0, 5, 0]"
why is janji_jiwa here,negative,-2,"[-2, 0, 0, 0]"
tomoro ditaro dekat janji_jiwa,positive,1,"[0, 0, 1, 0]"
cuma pernah coba point kopi kenang sama janji_jiwa,positive,11,"[3, 0, 2, 0, 0, 3, 3, 0]"
tiga aku paling suka point,positive,7,"[0, 2, 2, 3, 0]"
point coffee psl gula ml,positive,2,"[0, 2, 0, 0, 0]"
kopi kenang,positive,3,"[0, 3]"
enggak enak samsek kata gua,positive,1,"[0, 5, 0, -1, -3]"
memang siapa suka janji_jiwa,positive,8,"[4, 1, 3, 0]"
janji_jiwa enak,positive,5,"[0, 5]"
tertawa janji_jiwa tuju banget kayak air kualitas buruk,positive,4,"[5, 0, 3, 1, -3, -1, 4, -5]"
kenang sama janji_jiwa masuk kualitas buruk,positive,2,"[3, 3, 0, -3, 4, -5]"
arabica mahal,positive,1,"[0, 1]"
janji_jiwa point coffee fore coffee sama kopi indomaret sih tertawa,positive,12,"[0, 0, 2, 0, 2, 3, 0, 0, 0, 5]"
biasa point coffe kalo enggak janji_jiwa jarang banget penasaran sama fore sih,positive,3,"[2, 0, 0, 0, 0, 0, 0, 1, -3, 3, 0, 0]"
kalo engga suka,positive,3,"[0, 0, 3]"
tara janji_jiwa kayak,negative,-1,"[2, 0, -3]"
baik fore buruk janji_jiwa,negative,-2,"[3, 0, -5, 0]"
team kopi kenang janji_jiwa kopi sachetan,positive,4,"[1, 0, 3, 0, 0, 0]"
durung tau tuku sak liyane tak sebutno,positive,2,"[0, 2, 0, 0, 0, 0, 0]"
wis tau lan enak turut,positive,4,"[0, 2, 0, 5, -3]"
point coffee,positive,2,"[0, 2]"
kopi kenang janji_jiwa,positive,3,"[0, 3, 0]"
janji_jiwa sama kopi kenang engga strong kak,positive,6,"[0, 3, 0, 3, 0, 0, 0]"
tomoro kopi kenang beli,positive,5,"[0, 0, 3, 2]"
lalu janji_jiwa fore masuk oke calf goat,positive,2,"[3, 0, 0, -3, 2, 0, 0]"
trauma sama americano janji_jiwa,positive,7,"[4, 3, 0, 0]"
janji_jiwa air kualitas buruk tuju banget,positive,2,"[0, -1, 4, -5, 3, 1]"
benar,positive,2,[2]
mantan franchisee kopi janji_jiwa anu what you expect man,negative,-7,"[-3, 0, 0, 0, -3, 0, 0, 0, -1]"
enggak pernah coba janji_jiwa memang segaenak,positive,6,"[0, 0, 2, 0, 4, 0]"
tertawa,positive,5,[5]
fore kopi kenang janji_jiwa,positive,3,"[0, 0, 3, 0]"
next time mau coba cappucino nya janji_jiwa sama fore,positive,8,"[-2, 0, 5, 2, 0, 0, 0, 3, 0]"
kopi kenang tuh kalau pengin kopi ukur large budget oke,positive,7,"[0, 3, 0, -1, 0, 0, 3, 0, 0, 2]"
point cafe enak sih enggak mahal banget enggak murah banget,positive,11,"[0, 0, 5, 0, 0, 1, 1, 0, 3, 1]"
janji_jiwa akhir kali beli tahun lalu deh salah pesan memang tau kopi jadi sembarang pesan terus manis,positive,13,"[0, 0, 0, 2, 0, 3, 0, -4, 2, 4, 2, 0, 1, -4, 2, 0, 5]"
janji_jiwa sih enak point akhir rasa kurang jreng sisa the baik sih skop,positive,6,"[0, 0, 5, 0, 0, 2, -3, 3, -4, 0, 3, 0, 0]"
janji_jiwa soal dkt rumah,positive,2,"[0, -1, 0, 3]"
kasihan janji_jiwa iya memang gaenak,positive,3,"[4, 0, 0, 4, -5]"
hmm kopi kenang win sih bagi terus mau fore janji_jiwa point biasa,positive,12,"[0, 0, 3, 0, 0, 2, 0, 5, 0, 0, 0, 2]"
kenang janji_jiwa nako fore enak sih,positive,8,"[3, 0, 0, 0, 5, 0]"
nako pernah bikin engga tidur jam pagi,positive,4,"[0, 0, 0, 0, 3, 0, 1]"
gue baru coba pov engga terlalu demen kopi engga sebut arti coba,positive,5,"[0, 0, 2, 0, 0, -3, 3, 0, 0, 0, 1, 2]"
soe surprisingly,negative,-5,"[-5, 0]"
kenang kalo sushi tiernya sushi tei paling aman janji_jiwa amp,positive,5,"[3, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
tomoro biasa asli,positive,4,"[0, 2, 2]"
point coffee makan twit rekomend kali engga paham,positive,3,"[0, 2, 1, 0, 0, 0, 0, 0]"
kata gue lebih enak juta jiwa janji_jiwa,positive,7,"[-1, 0, 1, 5, 2, 0, 0]"
ttapi janji_jiwa americanonya oke,positive,2,"[0, 0, 0, 2]"
kopi kenang,positive,3,"[0, 3]"
suka janji_jiwa lidah perlu disetting ulang,positive,5,"[3, 0, 0, 2, 0, 0]"
tertawa tuju,positive,8,"[5, 3]"
boleh point coffee pindahin atas damping tuku,positive,1,"[2, 0, 2, 0, -4, 1, 0]"
tomoro taroh bawah es kopi susu nya kurang ganti sama fore benar lebih pricey,positive,6,"[0, 0, 0, 0, 0, 0, 0, -3, 3, 3, 0, 2, 1, 0]"
janji_jiwa paling benar paling bawah sudah,positive,9,"[0, 2, 2, 2, 0, 3]"
kalo suka strong janji_jiwa paling mantap,positive,10,"[0, 3, 0, 0, 2, 5]"
rasa kopi point sama fore enak,positive,10,"[2, 0, 0, 3, 0, 5]"
sini cuma janji_jiwa sama point,positive,6,"[0, 3, 0, 3, 0]"
point janji_jiwa on top,positive,5,"[0, 0, 0, 5]"
kopi sahabat janji_jiwa enak,positive,9,"[0, 4, 0, 5]"
janji_jiwa enak semuaa,positive,5,"[0, 5, 0]"
benar sih arabica harga mahal banget jadi kurang pas sejajar lol dasar list tuku paling enak susul fore point coffee kopi kenang paling kurang jelas kopi susu gula aren janji_jiwa,positive,20,"[2, 0, 0, 3, 1, 1, 1, -3, 3, 0, 0, 0, 0, 0, 2, 5, 0, 0, 0, 2, 0, 3, 2, -3, 1, 0, 0, 0, 0, 0]"
fore janji_jiwa kopi kenang enak coba point aku kurang suka jujur,positive,16,"[0, 0, 0, 3, 5, 2, 0, 2, -3, 3, 4]"
paling masuk akal harga rasa paling dekat rumah cuma,positive,13,"[2, -3, 0, 3, 2, 2, 1, 3, 3]"
terima kasih lahir dunia janji_jiwa,positive,8,"[2, 2, 3, 1, 0]"
bagaimana janji_jiwa engga buruk habis rebranding,negative,-2,"[0, 0, 0, -5, 3, 0]"
janji_jiwa naik tier tomoro turun tier,positive,2,"[0, 1, 0, 0, 1, 0]"
versi aku,positive,2,"[0, 2]"
matcha point coffe is the baik,positive,3,"[0, 0, 0, 0, 0, 3]"
kopi kenang excelso tomoro,positive,3,"[0, 3, 0, 0]"
tuku calf tomoro janji_jiwa sahabat,positive,4,"[0, 0, 0, 0, 4]"
kopi kenang kopi janji_jiwa sama point coffee sih,positive,8,"[0, 3, 0, 0, 3, 0, 2, 0]"
point kopi kenang janji_jiwa baru segitu coba,positive,2,"[0, 0, 3, 0, 0, -3, 2]"
janji_jiwa americano rasa memang benar kayak air kualitas buruk,positive,3,"[0, 0, 2, 4, 2, -3, -1, 4, -5]"
fore butterscotch all the time janji_jiwa kopi susu sahabat duuuuuh,positive,4,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 0]"
kalo favorit sih kopi,positive,5,"[0, 5, 0, 0]"
bukan enak harga rasa jadi kopi paling sering beli banding janji_jiwa kopi kenang range harga sama,positive,27,"[-3, 5, 3, 2, 1, 0, 2, 3, 2, 3, 0, 0, 3, 0, 3, 3]"
btw tiba lewat timeline sih jadi haus,positive,3,"[0, 0, 2, 0, 0, 1, 0]"
bukti kalo kopi memang strong cocok orang kopi addict suka janji_jiwa,positive,5,"[-3, 0, 0, 4, 0, 4, 0, 0, -3, 3, 0]"
aku enggak kuat tertawa,positive,9,"[2, 0, 2, 5]"
point coffee,positive,2,"[0, 2]"
kopi soe,negative,-5,"[0, -5]"
kopi kenang sisa enggak tau pernah,positive,1,"[0, 3, -4, 0, 2, 0]"
janji_jiwa punya batak latte no sugar kopi kok pakai gula padahal paitttt enakeunnnnn,positive,3,"[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
janji_jiwa sama point,positive,3,"[0, 3, 0]"
aku kopisoe enjoyer but i will give you my rate tuku fore kenang kopisoe point family coffee tomoro janji_jiwa kopi nako based on the picture brand pernah coba rencana next wig bakal coba arabica cant wait,positive,11,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, -2, 0, 0, 2, 0, 0, 0]"
janji_jiwa kopi sahabat nya enak mampus,positive,4,"[0, 0, 4, 0, 5, -5]"
engga suka banget kopi kenang sama janji_jiwa,positive,10,"[0, 3, 1, 0, 3, 3, 0]"
engga cocok lidah kok tuku engga sih,positive,4,"[0, 4, 0, 0, 0, 0, 0]"
beli kopi janji_jiwa soal ganggu jiwa,negative,-3,"[2, 0, 0, -1, -4, 0]"
tuku jadi pertama kopi kenang geser sama tomoro tengah family point lawson arabica bawah janji_jiwa hati,positive,12,"[0, 1, 0, 0, 3, 1, 3, 0, 2, 0, 0, 0, 0, 0, 0, 2]"
sama bakal naikin janji_jiwa grade,positive,3,"[3, 0, 0, 0, 0]"
kok orang suka janji_jiwa,positive,3,"[0, 0, 3, 0]"
rasa kayak gula susu campur air,positive,3,"[2, -3, 0, 0, 5, -1]"
fore tomoro janji_jiwa point coffee nakoa,positive,2,"[0, 0, 0, 0, 2, 0]"
point sama janji_jiwa superior deh titik enggak pakai koma,positive,4,"[0, 3, 0, 4, 0, -3, 0, 0, 0]"
apa aku engga suka janji_jiwa,positive,2,"[-3, 2, 0, 3, 0]"
point sama janji_jiwa,positive,3,"[0, 3, 0]"
aku sering beli latte lattenya janji_jiwa kopi kenang benerbener engga enak,positive,15,"[2, 3, 2, 0, 0, 0, 0, 3, 0, 0, 5]"
engga pakai diamond,positive,3,"[0, 0, 3]"
point coffee sama janji_jiwa,positive,5,"[0, 2, 3, 0]"
kopi kenang janji_jiwa fore,positive,3,"[0, 3, 0, 0]"
kontrak kios pinggir jalan muchtar sawangan depok ukur xm,negative,-1,"[0, 0, -4, 0, 0, 0, 0, 3, 0]"
minimal bulan juta tahu juta,positive,4,"[-3, -1, 2, 4, 2]"
free listrik amp air,positive,2,"[3, 0, 0, -1]"
wa sekitar meubel sicepat express janji_jiwa warung madura es teh solo nasi goreng mie ayam bakso toko gordyn,positive,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 0, 0, 0]"
jajan sih kalau aku soal skincare harga aku mundur lebih baik jajan marugame cilok cimol engga janji_jiwa,positive,6,"[0, 0, -1, 2, -1, 0, 3, 2, 0, 1, 3, 0, 0, -3, 0, 0, 0]"
